inspection_id,corridor_id,km_milestone,damage_class,pothole_depth_cm,crack_length_m,debris_volume_cum,severity_tier,recommended_action,ai_confidence_pct,reported_by_agent,requires_pwd_validation,lat,lon
INS-DMG-1775,SEG-07,74.4,Longitudinal / Transverse Crack,3.0,6.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,95.0,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1776,SEG-14,67.4,Debris / Rockfall Deposit,6.3,44.1,131.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.8,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1777,SEG-09,54.4,Debris / Rockfall Deposit,1.5,30.9,139.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.2,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1778,SEG-11,3.4,Pothole,17.1,0.8,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.4,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1779,SEG-07,60.2,Pothole,10.1,1.4,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.0,NERALIS-EdgeVision-v2.4,False,25.15,94.02
INS-DMG-1780,SEG-06,128.1,Washout / Roadbed Erosion,22.9,57.5,26.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.0,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1781,SEG-02,110.2,Debris / Rockfall Deposit,5.3,29.4,85.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.6,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1782,SEG-10,73.9,Intact / Minor Surface Wear,1.6,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.1,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1783,SEG-16,64.0,Pothole,7.7,1.8,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.6,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1784,SEG-01,50.5,Washout / Roadbed Erosion,51.6,57.9,23.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.5,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1785,SEG-06,48.8,Longitudinal / Transverse Crack,3.4,12.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1786,SEG-01,93.6,Pothole,19.4,0.4,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.2,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1787,SEG-12,10.5,Debris / Rockfall Deposit,8.6,22.5,16.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.5,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1788,SEG-12,119.0,Intact / Minor Surface Wear,1.3,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.3,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1789,SEG-11,73.0,Pothole,20.5,0.8,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.5,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1790,SEG-09,52.9,Pothole,19.2,1.3,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.3,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1791,SEG-09,18.4,Washout / Roadbed Erosion,51.8,13.3,9.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.8,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1792,SEG-04,76.4,Intact / Minor Surface Wear,0.6,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.1,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-1793,SEG-15,62.3,Longitudinal / Transverse Crack,1.5,8.2,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.0,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1794,SEG-10,96.8,Debris / Rockfall Deposit,6.6,38.5,133.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.6,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1795,SEG-13,72.4,Longitudinal / Transverse Crack,5.5,2.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.1,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1796,SEG-11,32.8,Pothole,9.8,1.1,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.0,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1797,SEG-05,44.9,Intact / Minor Surface Wear,1.1,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.4,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1798,SEG-05,38.2,Debris / Rockfall Deposit,1.1,15.1,33.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.2,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1799,SEG-15,105.3,Longitudinal / Transverse Crack,1.4,11.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.7,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1800,SEG-01,23.8,Pothole,10.5,0.5,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.3,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1801,SEG-08,8.4,Longitudinal / Transverse Crack,2.7,9.2,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.8,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1802,SEG-02,29.7,Pothole,19.5,1.5,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.0,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1803,SEG-08,132.3,Washout / Roadbed Erosion,79.0,5.4,16.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.7,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1804,SEG-04,93.5,Pothole,16.3,1.0,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.5,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1805,SEG-14,98.2,Longitudinal / Transverse Crack,6.8,17.4,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.3,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1806,SEG-11,74.6,Intact / Minor Surface Wear,1.6,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.1,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1807,SEG-07,120.9,Pothole,15.5,0.9,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.3,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1808,SEG-09,52.6,Longitudinal / Transverse Crack,6.7,15.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.8,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1809,SEG-13,133.0,Longitudinal / Transverse Crack,6.0,17.9,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.2,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1810,SEG-07,57.1,Longitudinal / Transverse Crack,3.1,5.1,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.1,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1811,SEG-08,119.7,Debris / Rockfall Deposit,9.2,43.9,18.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.4,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1812,SEG-05,114.7,Debris / Rockfall Deposit,8.5,16.3,158.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.5,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1813,SEG-05,53.1,Pothole,11.7,1.4,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.8,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1814,SEG-13,30.8,Longitudinal / Transverse Crack,5.2,15.6,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.8,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1815,SEG-01,99.4,Washout / Roadbed Erosion,107.4,59.0,21.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.0,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1816,SEG-02,42.5,Longitudinal / Transverse Crack,6.9,2.0,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.2,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1817,SEG-02,42.2,Longitudinal / Transverse Crack,7.8,15.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.6,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1818,SEG-11,64.1,Longitudinal / Transverse Crack,7.3,12.4,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.0,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1819,SEG-07,77.4,Washout / Roadbed Erosion,79.4,23.1,19.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.5,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1820,SEG-01,80.6,Pothole,10.0,0.7,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.7,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1821,SEG-12,99.3,Debris / Rockfall Deposit,3.8,11.2,112.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.9,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1822,SEG-01,129.4,Intact / Minor Surface Wear,1.0,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.1,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1823,SEG-16,138.6,Intact / Minor Surface Wear,1.7,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.2,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1824,SEG-14,47.1,Pothole,14.0,1.3,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.5,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1825,SEG-14,131.4,Pothole,8.8,1.7,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.8,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1826,SEG-16,117.3,Pothole,19.7,1.1,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1827,SEG-10,122.4,Pothole,6.2,0.5,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.7,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1828,SEG-01,85.9,Washout / Roadbed Erosion,39.7,54.3,32.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.3,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1829,SEG-09,59.0,Pothole,10.5,1.3,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.9,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-1830,SEG-05,72.4,Pothole,13.0,1.7,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.1,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1831,SEG-01,71.5,Pothole,7.2,1.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.0,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1832,SEG-09,114.6,Debris / Rockfall Deposit,6.0,18.8,175.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.4,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1833,SEG-07,130.4,Longitudinal / Transverse Crack,3.8,12.2,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.5,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1834,SEG-15,31.3,Longitudinal / Transverse Crack,3.9,7.0,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.4,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1835,SEG-13,81.4,Longitudinal / Transverse Crack,5.5,1.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.3,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1836,SEG-02,62.9,Longitudinal / Transverse Crack,7.0,4.6,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.6,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1837,SEG-12,87.5,Washout / Roadbed Erosion,41.3,25.4,21.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.0,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1838,SEG-16,138.6,Longitudinal / Transverse Crack,5.9,5.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.4,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1839,SEG-07,71.1,Washout / Roadbed Erosion,72.1,25.7,39.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1840,SEG-01,88.1,Debris / Rockfall Deposit,0.7,2.9,67.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.8,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1841,SEG-16,12.1,Longitudinal / Transverse Crack,6.7,4.7,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.5,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1842,SEG-10,70.6,Pothole,18.9,0.7,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.4,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1843,SEG-05,83.2,Pothole,20.7,1.1,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.2,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1844,SEG-01,59.7,Debris / Rockfall Deposit,2.7,41.9,106.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.5,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1845,SEG-10,110.3,Debris / Rockfall Deposit,8.9,41.0,102.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.0,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1846,SEG-14,118.6,Pothole,16.2,1.6,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.6,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1847,SEG-12,102.6,Pothole,10.8,1.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.7,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1848,SEG-15,77.6,Intact / Minor Surface Wear,0.4,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.2,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1849,SEG-07,106.3,Longitudinal / Transverse Crack,3.1,16.4,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.0,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1850,SEG-02,81.7,Pothole,15.4,1.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.0,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1851,SEG-14,111.4,Longitudinal / Transverse Crack,4.0,15.4,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.6,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1852,SEG-16,130.4,Debris / Rockfall Deposit,9.6,42.5,7.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.9,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1853,SEG-04,85.7,Longitudinal / Transverse Crack,4.4,5.1,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.4,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1854,SEG-14,24.5,Pothole,17.3,0.8,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.9,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1855,SEG-03,33.9,Debris / Rockfall Deposit,0.3,13.5,34.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.6,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1856,SEG-02,20.6,Longitudinal / Transverse Crack,7.2,12.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.9,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1857,SEG-10,70.3,Pothole,9.2,1.3,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.4,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1858,SEG-08,18.2,Washout / Roadbed Erosion,61.8,35.8,9.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.8,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1859,SEG-10,118.6,Longitudinal / Transverse Crack,3.2,2.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.0,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1860,SEG-03,34.6,Washout / Roadbed Erosion,62.3,23.6,25.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.5,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1861,SEG-11,29.4,Longitudinal / Transverse Crack,5.6,4.6,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.5,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1862,SEG-12,6.5,Pothole,13.8,0.5,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.7,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1863,SEG-08,106.6,Washout / Roadbed Erosion,86.4,9.2,29.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.3,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1864,SEG-08,21.6,Longitudinal / Transverse Crack,7.3,2.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.3,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1865,SEG-04,103.0,Longitudinal / Transverse Crack,7.2,7.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.4,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1866,SEG-08,9.7,Pothole,8.2,1.1,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.4,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1867,SEG-10,27.1,Intact / Minor Surface Wear,2.0,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.3,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1868,SEG-06,98.2,Washout / Roadbed Erosion,30.8,40.2,26.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.6,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1869,SEG-09,86.2,Pothole,13.3,1.2,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.8,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1870,SEG-10,7.5,Washout / Roadbed Erosion,27.8,8.3,34.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.2,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1871,SEG-05,138.2,Intact / Minor Surface Wear,1.7,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.1,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1872,SEG-04,50.3,Longitudinal / Transverse Crack,2.0,15.9,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.6,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1873,SEG-10,52.8,Debris / Rockfall Deposit,6.0,25.5,13.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.2,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1874,SEG-09,129.9,Pothole,19.5,1.0,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.4,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1875,SEG-04,75.6,Pothole,13.6,1.1,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.0,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1876,SEG-16,51.8,Longitudinal / Transverse Crack,2.0,13.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.6,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1877,SEG-02,15.3,Pothole,18.6,1.5,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.9,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1878,SEG-07,58.0,Pothole,8.2,1.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.7,NERALIS-EdgeVision-v2.4,False,25.15,94.02
INS-DMG-1879,SEG-03,45.7,Debris / Rockfall Deposit,2.9,27.2,47.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.2,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1880,SEG-06,132.7,Intact / Minor Surface Wear,0.4,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.3,NERALIS-EdgeVision-v2.4,False,25.8,93.95
INS-DMG-1881,SEG-14,9.5,Washout / Roadbed Erosion,93.4,19.7,14.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1882,SEG-16,56.8,Washout / Roadbed Erosion,41.4,50.5,5.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1883,SEG-16,45.4,Washout / Roadbed Erosion,112.6,53.3,9.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.2,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1884,SEG-07,71.9,Pothole,20.5,1.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.1,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1885,SEG-08,62.4,Intact / Minor Surface Wear,0.5,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.7,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1886,SEG-03,3.2,Longitudinal / Transverse Crack,7.7,4.2,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.4,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1887,SEG-11,106.0,Intact / Minor Surface Wear,0.0,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.7,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1888,SEG-07,63.1,Debris / Rockfall Deposit,8.7,36.0,68.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1889,SEG-02,38.9,Debris / Rockfall Deposit,6.4,6.5,80.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.1,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1890,SEG-02,127.5,Longitudinal / Transverse Crack,1.6,15.3,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.2,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1891,SEG-06,44.2,Longitudinal / Transverse Crack,5.1,8.5,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.4,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1892,SEG-05,127.0,Washout / Roadbed Erosion,98.3,21.1,14.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.9,NERALIS-EdgeVision-v2.4,True,27.51,92.1
