stream_id,corridor_id,timestamp,incline_tilt_deg,pore_pressure_kpa,acoustic_emission_db,precipitation_rate_mmh,surface_displacement_mm,ambient_temp_c,warning_state
TEL-00377,SEG-04,2026-08-31T05:03:26.400214,3.321,44.3,73.7,21.9,6.44,15.0,CRITICAL_SLOPE_MOVEMENT
TEL-00378,SEG-13,2026-08-31T05:05:50.400214,1.428,56.9,40.1,28.0,2.86,17.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00379,SEG-04,2026-08-31T05:08:14.400214,3.423,42.6,70.5,32.0,12.82,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00380,SEG-12,2026-08-31T05:10:38.400214,2.851,45.2,54.3,4.5,7.53,21.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00381,SEG-15,2026-08-31T05:13:02.400214,2.447,67.3,72.8,43.3,18.15,14.3,CRITICAL_SLOPE_MOVEMENT
TEL-00382,SEG-15,2026-08-31T05:15:26.400214,1.394,25.4,33.4,12.8,12.56,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00383,SEG-07,2026-08-31T05:17:50.400214,1.1,41.2,54.1,15.6,12.66,16.9,CRITICAL_SLOPE_MOVEMENT
TEL-00384,SEG-12,2026-08-31T05:20:14.400214,1.424,18.2,66.5,32.0,15.99,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00385,SEG-02,2026-08-31T05:22:38.400214,3.845,63.8,64.6,29.7,18.43,28.8,CRITICAL_SLOPE_MOVEMENT
TEL-00386,SEG-01,2026-08-31T05:25:02.400214,4.056,37.8,28.9,5.4,13.08,16.9,CRITICAL_SLOPE_MOVEMENT
TEL-00387,SEG-06,2026-08-31T05:27:26.400214,2.418,22.2,65.4,15.4,3.23,27.6,STABLE_NOMINAL
TEL-00388,SEG-12,2026-08-31T05:29:50.400214,0.153,25.7,27.9,1.0,9.4,28.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00389,SEG-09,2026-08-31T05:32:14.400214,0.438,79.2,58.4,40.3,11.92,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00390,SEG-10,2026-08-31T05:34:38.400214,0.296,49.9,63.3,26.7,7.39,20.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00391,SEG-02,2026-08-31T05:37:02.400214,1.301,18.5,52.7,5.5,6.88,22.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00392,SEG-10,2026-08-31T05:39:26.400214,2.819,26.8,30.2,35.6,13.61,24.4,CRITICAL_SLOPE_MOVEMENT
TEL-00393,SEG-05,2026-08-31T05:41:50.400214,3.667,72.2,66.1,20.8,7.67,18.6,CRITICAL_SLOPE_MOVEMENT
TEL-00394,SEG-11,2026-08-31T05:44:14.400214,0.734,23.5,74.6,40.0,8.88,24.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00395,SEG-05,2026-08-31T05:46:38.400214,1.922,63.7,74.0,30.6,0.32,25.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00396,SEG-05,2026-08-31T05:49:02.400214,3.41,30.6,47.3,2.1,11.06,15.8,CRITICAL_SLOPE_MOVEMENT
TEL-00397,SEG-14,2026-08-31T05:51:26.400214,2.66,17.7,33.2,2.8,12.71,29.0,CRITICAL_SLOPE_MOVEMENT
TEL-00398,SEG-02,2026-08-31T05:53:50.400214,2.369,73.9,31.4,43.1,3.57,19.1,CRITICAL_SLOPE_MOVEMENT
TEL-00399,SEG-09,2026-08-31T05:56:14.400214,0.35,17.2,47.5,36.4,11.56,18.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00400,SEG-06,2026-08-31T05:58:38.400214,0.423,16.8,49.5,32.0,17.42,21.2,CRITICAL_SLOPE_MOVEMENT
TEL-00401,SEG-16,2026-08-31T06:01:02.400214,1.532,27.6,61.9,5.8,12.13,20.6,CRITICAL_SLOPE_MOVEMENT
TEL-00402,SEG-02,2026-08-31T06:03:26.400214,1.839,42.2,47.1,3.6,12.27,18.1,CRITICAL_SLOPE_MOVEMENT
TEL-00403,SEG-16,2026-08-31T06:05:50.400214,3.611,39.9,29.9,35.5,3.89,16.9,CRITICAL_SLOPE_MOVEMENT
TEL-00404,SEG-16,2026-08-31T06:08:14.400214,1.182,39.7,74.8,30.5,8.12,26.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00405,SEG-04,2026-08-31T06:10:38.400214,0.746,18.0,29.9,44.9,16.65,21.9,CRITICAL_SLOPE_MOVEMENT
TEL-00406,SEG-09,2026-08-31T06:13:02.400214,1.17,36.1,76.9,19.3,17.19,25.5,CRITICAL_SLOPE_MOVEMENT
TEL-00407,SEG-16,2026-08-31T06:15:26.400214,0.419,25.5,54.5,18.5,11.97,28.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00408,SEG-15,2026-08-31T06:17:50.400214,2.93,33.4,77.3,1.0,2.48,25.2,STABLE_NOMINAL
TEL-00409,SEG-16,2026-08-31T06:20:14.400214,1.459,25.7,38.7,21.8,6.32,23.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00410,SEG-12,2026-08-31T06:22:38.400214,2.404,19.8,32.9,30.6,13.91,22.2,CRITICAL_SLOPE_MOVEMENT
TEL-00411,SEG-03,2026-08-31T06:25:02.400214,3.315,38.0,40.3,21.6,6.08,20.1,CRITICAL_SLOPE_MOVEMENT
TEL-00412,SEG-14,2026-08-31T06:27:26.400214,1.143,56.5,50.2,2.2,6.09,15.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00413,SEG-05,2026-08-31T06:29:50.400214,1.841,79.7,40.6,20.5,12.04,20.5,CRITICAL_SLOPE_MOVEMENT
TEL-00414,SEG-12,2026-08-31T06:32:14.400214,0.771,23.1,37.7,40.4,8.7,25.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00415,SEG-03,2026-08-31T06:34:38.400214,3.545,26.1,75.3,27.1,10.66,22.3,CRITICAL_SLOPE_MOVEMENT
TEL-00416,SEG-04,2026-08-31T06:37:02.400214,1.897,58.3,52.0,5.7,15.18,16.7,CRITICAL_SLOPE_MOVEMENT
TEL-00417,SEG-04,2026-08-31T06:39:26.400214,3.389,79.3,25.4,10.8,1.56,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00418,SEG-08,2026-08-31T06:41:50.400214,4.0,64.3,58.4,14.6,14.95,16.8,CRITICAL_SLOPE_MOVEMENT
TEL-00419,SEG-03,2026-08-31T06:44:14.400214,2.333,60.8,30.2,20.9,11.93,16.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00420,SEG-10,2026-08-31T06:46:38.400214,2.196,18.9,69.6,32.9,12.23,26.6,CRITICAL_SLOPE_MOVEMENT
TEL-00421,SEG-09,2026-08-31T06:49:02.400214,2.392,73.0,35.8,9.7,17.54,23.5,CRITICAL_SLOPE_MOVEMENT
TEL-00422,SEG-03,2026-08-31T06:51:26.400214,0.744,29.7,64.8,6.1,0.52,20.0,STABLE_NOMINAL
TEL-00423,SEG-07,2026-08-31T06:53:50.400214,1.244,41.0,70.8,33.2,13.78,20.2,CRITICAL_SLOPE_MOVEMENT
TEL-00424,SEG-03,2026-08-31T06:56:14.400214,0.411,31.1,38.5,18.7,6.88,21.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00425,SEG-13,2026-08-31T06:58:38.400214,2.632,22.6,40.9,11.7,8.68,16.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00426,SEG-03,2026-08-31T07:01:02.400214,2.879,64.1,39.4,11.9,16.32,18.3,CRITICAL_SLOPE_MOVEMENT
TEL-00427,SEG-09,2026-08-31T07:03:26.400214,3.035,20.6,57.9,38.5,3.83,20.1,CRITICAL_SLOPE_MOVEMENT
TEL-00428,SEG-16,2026-08-31T07:05:50.400214,2.077,38.5,52.0,25.8,2.31,28.3,STABLE_NOMINAL
TEL-00429,SEG-10,2026-08-31T07:08:14.400214,4.122,50.1,52.3,21.4,2.41,17.2,CRITICAL_SLOPE_MOVEMENT
TEL-00430,SEG-03,2026-08-31T07:10:38.400214,4.124,73.0,48.8,35.4,14.24,25.9,CRITICAL_SLOPE_MOVEMENT
TEL-00431,SEG-16,2026-08-31T07:13:02.400214,0.474,19.5,33.6,34.8,2.47,17.1,STABLE_NOMINAL
TEL-00432,SEG-06,2026-08-31T07:15:26.400214,2.622,31.1,37.7,37.3,11.87,16.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00433,SEG-13,2026-08-31T07:17:50.400214,3.632,40.9,48.5,11.4,7.52,25.0,CRITICAL_SLOPE_MOVEMENT
TEL-00434,SEG-11,2026-08-31T07:20:14.400214,2.878,52.0,25.8,21.1,13.91,21.3,CRITICAL_SLOPE_MOVEMENT
TEL-00435,SEG-10,2026-08-31T07:22:38.400214,3.68,80.7,39.2,5.0,3.64,15.5,CRITICAL_SLOPE_MOVEMENT
TEL-00436,SEG-13,2026-08-31T07:25:02.400214,1.23,65.6,56.7,2.0,7.31,28.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00437,SEG-03,2026-08-31T07:27:26.400214,0.649,36.9,56.6,1.6,7.57,20.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00438,SEG-02,2026-08-31T07:29:50.400214,3.48,64.0,46.9,37.1,6.94,27.7,CRITICAL_SLOPE_MOVEMENT
TEL-00439,SEG-11,2026-08-31T07:32:14.400214,0.98,82.3,56.5,27.5,0.28,15.0,CRITICAL_SLOPE_MOVEMENT
TEL-00440,SEG-08,2026-08-31T07:34:38.400214,1.631,65.7,71.4,10.2,13.11,27.3,CRITICAL_SLOPE_MOVEMENT
TEL-00441,SEG-13,2026-08-31T07:37:02.400214,0.854,25.4,27.3,17.5,16.88,26.8,CRITICAL_SLOPE_MOVEMENT
TEL-00442,SEG-08,2026-08-31T07:39:26.400214,3.112,65.3,76.8,39.0,15.53,27.7,CRITICAL_SLOPE_MOVEMENT
TEL-00443,SEG-14,2026-08-31T07:41:50.400214,1.634,52.1,75.1,32.2,7.97,18.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00444,SEG-01,2026-08-31T07:44:14.400214,3.008,78.8,27.6,32.8,1.87,20.0,CRITICAL_SLOPE_MOVEMENT
TEL-00445,SEG-02,2026-08-31T07:46:38.400214,4.066,66.7,63.2,8.6,9.67,24.5,CRITICAL_SLOPE_MOVEMENT
TEL-00446,SEG-03,2026-08-31T07:49:02.400214,2.402,68.8,66.7,4.7,10.91,24.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00447,SEG-03,2026-08-31T07:51:26.400214,1.11,71.7,50.7,32.4,10.34,18.8,CRITICAL_SLOPE_MOVEMENT
TEL-00448,SEG-15,2026-08-31T07:53:50.400214,0.514,20.7,66.7,44.4,17.24,28.0,CRITICAL_SLOPE_MOVEMENT
TEL-00449,SEG-03,2026-08-31T07:56:14.400214,2.005,69.3,40.0,2.1,5.45,25.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00450,SEG-01,2026-08-31T07:58:38.400214,1.503,47.5,76.9,4.6,5.96,23.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00451,SEG-04,2026-08-31T08:01:02.400214,1.55,51.3,72.5,18.0,13.17,16.5,CRITICAL_SLOPE_MOVEMENT
TEL-00452,SEG-12,2026-08-31T08:03:26.400214,2.309,39.6,76.4,16.7,0.87,23.9,STABLE_NOMINAL
TEL-00453,SEG-01,2026-08-31T08:05:50.400214,2.606,81.3,33.3,12.7,14.46,26.4,CRITICAL_SLOPE_MOVEMENT
TEL-00454,SEG-14,2026-08-31T08:08:14.400214,0.152,39.2,54.6,24.2,4.02,25.8,STABLE_NOMINAL
TEL-00455,SEG-13,2026-08-31T08:10:38.400214,0.684,35.9,58.3,0.7,0.36,23.8,STABLE_NOMINAL
TEL-00456,SEG-10,2026-08-31T08:13:02.400214,3.654,33.4,41.9,44.0,12.77,24.3,CRITICAL_SLOPE_MOVEMENT
TEL-00457,SEG-15,2026-08-31T08:15:26.400214,0.782,53.4,27.8,12.2,10.4,14.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00458,SEG-11,2026-08-31T08:17:50.400214,0.714,69.6,71.6,35.4,0.74,26.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00459,SEG-07,2026-08-31T08:20:14.400214,1.364,84.4,63.1,37.5,5.57,14.2,CRITICAL_SLOPE_MOVEMENT
TEL-00460,SEG-10,2026-08-31T08:22:38.400214,0.115,34.7,71.3,14.0,15.37,21.0,CRITICAL_SLOPE_MOVEMENT
TEL-00461,SEG-05,2026-08-31T08:25:02.400214,1.245,67.7,72.1,6.9,8.09,23.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00462,SEG-05,2026-08-31T08:27:26.400214,3.427,51.9,34.8,26.8,3.38,16.2,CRITICAL_SLOPE_MOVEMENT
TEL-00463,SEG-06,2026-08-31T08:29:50.400214,1.684,57.1,41.5,21.5,3.62,16.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00464,SEG-05,2026-08-31T08:32:14.400214,1.466,61.4,39.1,3.6,10.62,26.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00465,SEG-11,2026-08-31T08:34:38.400214,1.4,30.0,72.5,41.4,4.68,16.5,STABLE_NOMINAL
TEL-00466,SEG-01,2026-08-31T08:37:02.400214,2.157,53.0,56.1,6.7,4.38,25.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00467,SEG-13,2026-08-31T08:39:26.400214,4.191,68.6,43.5,25.7,4.52,21.3,CRITICAL_SLOPE_MOVEMENT
TEL-00468,SEG-08,2026-08-31T08:41:50.400214,1.084,24.9,62.5,39.0,4.33,14.6,STABLE_NOMINAL
TEL-00469,SEG-01,2026-08-31T08:44:14.400214,2.952,42.4,44.5,2.3,2.54,27.8,STABLE_NOMINAL
TEL-00470,SEG-12,2026-08-31T08:46:38.400214,3.051,82.8,30.1,39.6,5.99,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00471,SEG-08,2026-08-31T08:49:02.400214,3.056,22.6,33.7,1.3,8.84,17.7,CRITICAL_SLOPE_MOVEMENT
TEL-00472,SEG-02,2026-08-31T08:51:26.400214,1.796,17.6,74.6,0.1,5.27,23.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00473,SEG-10,2026-08-31T08:53:50.400214,2.925,45.8,70.5,14.5,12.84,23.4,CRITICAL_SLOPE_MOVEMENT
TEL-00474,SEG-07,2026-08-31T08:56:14.400214,2.1,82.5,48.4,15.6,5.44,15.6,CRITICAL_SLOPE_MOVEMENT
TEL-00475,SEG-03,2026-08-31T08:58:38.400214,4.176,27.1,30.3,38.8,6.79,18.6,CRITICAL_SLOPE_MOVEMENT
TEL-00476,SEG-01,2026-08-31T09:01:02.400214,2.83,81.8,62.6,13.4,17.44,26.4,CRITICAL_SLOPE_MOVEMENT
TEL-00477,SEG-14,2026-08-31T09:03:26.400214,0.324,38.9,58.3,44.6,16.65,25.6,CRITICAL_SLOPE_MOVEMENT
TEL-00478,SEG-12,2026-08-31T09:05:50.400214,2.727,24.4,53.1,16.3,16.54,24.2,CRITICAL_SLOPE_MOVEMENT
TEL-00479,SEG-01,2026-08-31T09:08:14.400214,0.678,57.7,55.6,8.6,0.39,18.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00480,SEG-07,2026-08-31T09:10:38.400214,3.485,84.0,30.5,42.1,12.71,16.4,CRITICAL_SLOPE_MOVEMENT
TEL-00481,SEG-08,2026-08-31T09:13:02.400214,0.174,44.4,49.4,31.6,13.62,28.1,CRITICAL_SLOPE_MOVEMENT
TEL-00482,SEG-16,2026-08-31T09:15:26.400214,1.239,36.2,34.7,15.6,0.41,21.3,STABLE_NOMINAL
TEL-00483,SEG-05,2026-08-31T09:17:50.400214,0.63,79.7,53.9,29.4,15.64,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00484,SEG-12,2026-08-31T09:20:14.400214,1.136,52.0,46.0,41.7,3.07,25.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00485,SEG-06,2026-08-31T09:22:38.400214,2.406,71.3,30.8,28.5,10.07,24.4,CRITICAL_SLOPE_MOVEMENT
TEL-00486,SEG-05,2026-08-31T09:25:02.400214,2.755,35.5,65.5,4.1,9.45,25.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00487,SEG-07,2026-08-31T09:27:26.400214,2.979,18.0,49.8,12.9,9.89,27.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00488,SEG-10,2026-08-31T09:29:50.400214,2.463,54.9,33.3,28.1,10.71,23.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00489,SEG-04,2026-08-31T09:32:14.400214,3.595,82.9,42.1,8.4,6.59,16.1,CRITICAL_SLOPE_MOVEMENT
TEL-00490,SEG-07,2026-08-31T09:34:38.400214,3.329,50.1,68.1,26.5,17.56,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00491,SEG-09,2026-08-31T09:37:02.400214,0.376,82.1,38.1,20.0,17.28,23.4,CRITICAL_SLOPE_MOVEMENT
TEL-00492,SEG-11,2026-08-31T09:39:26.400214,3.59,58.8,65.0,0.5,3.11,28.9,CRITICAL_SLOPE_MOVEMENT
TEL-00493,SEG-11,2026-08-31T09:41:50.400214,2.12,78.1,75.2,15.8,17.77,28.0,CRITICAL_SLOPE_MOVEMENT
TEL-00494,SEG-11,2026-08-31T09:44:14.400214,0.745,43.7,41.3,19.6,16.79,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00495,SEG-08,2026-08-31T09:46:38.400214,3.1,51.6,77.2,9.4,10.47,18.5,CRITICAL_SLOPE_MOVEMENT
TEL-00496,SEG-11,2026-08-31T09:49:02.400214,3.926,68.4,45.2,41.8,2.57,28.5,CRITICAL_SLOPE_MOVEMENT
TEL-00497,SEG-11,2026-08-31T09:51:26.400214,4.141,15.4,25.7,23.9,16.3,14.3,CRITICAL_SLOPE_MOVEMENT
TEL-00498,SEG-11,2026-08-31T09:53:50.400214,2.381,52.3,54.8,5.0,15.24,26.8,CRITICAL_SLOPE_MOVEMENT
TEL-00499,SEG-12,2026-08-31T09:56:14.400214,2.504,38.2,37.0,43.7,13.0,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00500,SEG-10,2026-08-31T09:58:38.400214,1.809,56.1,76.4,0.8,2.38,22.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00501,SEG-06,2026-08-31T10:01:02.400214,3.606,50.3,30.3,43.6,0.03,25.0,CRITICAL_SLOPE_MOVEMENT
TEL-00502,SEG-03,2026-08-31T10:03:26.400214,2.823,69.0,46.2,19.7,2.44,21.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00503,SEG-04,2026-08-31T10:05:50.400214,4.069,37.9,63.1,34.0,1.92,25.8,CRITICAL_SLOPE_MOVEMENT
TEL-00504,SEG-13,2026-08-31T10:08:14.400214,4.008,80.8,67.6,12.1,8.48,24.1,CRITICAL_SLOPE_MOVEMENT
TEL-00505,SEG-16,2026-08-31T10:10:38.400214,0.105,29.8,66.9,22.2,11.86,22.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00506,SEG-08,2026-08-31T10:13:02.400214,1.238,73.8,68.0,33.9,13.03,16.3,CRITICAL_SLOPE_MOVEMENT
TEL-00507,SEG-15,2026-08-31T10:15:26.400214,2.99,17.7,25.5,23.3,11.72,16.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00508,SEG-03,2026-08-31T10:17:50.400214,3.503,42.0,52.2,13.1,13.38,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00509,SEG-14,2026-08-31T10:20:14.400214,3.848,29.1,29.1,28.4,8.24,26.9,CRITICAL_SLOPE_MOVEMENT
TEL-00510,SEG-01,2026-08-31T10:22:38.400214,2.834,18.6,38.7,17.0,6.93,19.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00511,SEG-04,2026-08-31T10:25:02.400214,3.594,67.6,63.6,8.1,14.56,18.8,CRITICAL_SLOPE_MOVEMENT
TEL-00512,SEG-13,2026-08-31T10:27:26.400214,3.377,79.5,27.9,15.5,0.24,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00513,SEG-13,2026-08-31T10:29:50.400214,2.849,82.3,25.8,4.9,18.11,21.2,CRITICAL_SLOPE_MOVEMENT
TEL-00514,SEG-02,2026-08-31T10:32:14.400214,2.262,51.8,39.1,26.6,9.06,27.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00515,SEG-10,2026-08-31T10:34:38.400214,1.489,36.9,31.6,20.2,4.88,24.6,STABLE_NOMINAL
TEL-00516,SEG-01,2026-08-31T10:37:02.400214,1.035,20.5,47.7,23.3,16.81,18.8,CRITICAL_SLOPE_MOVEMENT
TEL-00517,SEG-16,2026-08-31T10:39:26.400214,1.194,34.9,57.6,20.9,2.98,15.9,STABLE_NOMINAL
TEL-00518,SEG-16,2026-08-31T10:41:50.400214,3.414,63.6,54.1,12.4,7.62,17.6,CRITICAL_SLOPE_MOVEMENT
TEL-00519,SEG-10,2026-08-31T10:44:14.400214,1.198,35.6,44.1,38.3,12.21,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00520,SEG-01,2026-08-31T10:46:38.400214,1.357,22.8,41.1,18.9,7.66,23.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00521,SEG-15,2026-08-31T10:49:02.400214,3.072,15.5,67.3,29.5,12.33,28.3,CRITICAL_SLOPE_MOVEMENT
TEL-00522,SEG-08,2026-08-31T10:51:26.400214,4.064,78.9,63.8,12.5,17.55,26.1,CRITICAL_SLOPE_MOVEMENT
TEL-00523,SEG-16,2026-08-31T10:53:50.400214,1.564,59.4,74.7,19.6,10.87,21.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00524,SEG-10,2026-08-31T10:56:14.400214,0.807,34.1,71.4,32.4,8.02,15.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00525,SEG-12,2026-08-31T10:58:38.400214,3.49,42.5,35.2,10.8,15.55,22.8,CRITICAL_SLOPE_MOVEMENT
TEL-00526,SEG-16,2026-08-31T11:01:02.400214,1.256,80.5,38.5,12.5,7.81,23.7,CRITICAL_SLOPE_MOVEMENT
TEL-00527,SEG-13,2026-08-31T11:03:26.400214,0.895,68.0,72.1,38.2,0.61,19.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00528,SEG-14,2026-08-31T11:05:50.400214,4.09,37.3,60.6,14.7,1.16,24.9,CRITICAL_SLOPE_MOVEMENT
TEL-00529,SEG-10,2026-08-31T11:08:14.400214,3.218,51.0,72.7,22.4,6.22,21.7,CRITICAL_SLOPE_MOVEMENT
TEL-00530,SEG-04,2026-08-31T11:10:38.400214,1.437,79.4,58.0,19.1,13.74,20.7,CRITICAL_SLOPE_MOVEMENT
TEL-00531,SEG-06,2026-08-31T11:13:02.400214,2.895,27.0,31.4,16.4,5.41,21.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00532,SEG-14,2026-08-31T11:15:26.400214,0.309,36.7,51.4,16.0,16.72,27.3,CRITICAL_SLOPE_MOVEMENT
TEL-00533,SEG-01,2026-08-31T11:17:50.400214,2.494,29.5,25.5,40.1,15.69,14.5,CRITICAL_SLOPE_MOVEMENT
TEL-00534,SEG-08,2026-08-31T11:20:14.400214,0.978,27.8,27.6,32.7,10.81,17.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00535,SEG-02,2026-08-31T11:22:38.400214,2.457,74.2,74.7,23.9,14.13,22.6,CRITICAL_SLOPE_MOVEMENT
TEL-00536,SEG-12,2026-08-31T11:25:02.400214,3.29,67.3,32.5,32.8,1.29,19.5,CRITICAL_SLOPE_MOVEMENT
TEL-00537,SEG-12,2026-08-31T11:27:26.400214,2.912,20.5,68.2,9.6,10.69,19.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00538,SEG-15,2026-08-31T11:29:50.400214,1.274,70.9,69.4,34.3,14.82,21.7,CRITICAL_SLOPE_MOVEMENT
TEL-00539,SEG-14,2026-08-31T11:32:14.400214,3.213,16.3,49.6,8.8,13.99,22.4,CRITICAL_SLOPE_MOVEMENT
TEL-00540,SEG-03,2026-08-31T11:34:38.400214,0.936,80.6,76.7,2.8,10.1,27.9,CRITICAL_SLOPE_MOVEMENT
TEL-00541,SEG-06,2026-08-31T11:37:02.400214,3.955,52.3,45.5,4.7,11.09,29.0,CRITICAL_SLOPE_MOVEMENT
TEL-00542,SEG-11,2026-08-31T11:39:26.400214,0.234,63.7,41.1,44.9,1.85,20.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00543,SEG-03,2026-08-31T11:41:50.400214,1.241,58.4,49.0,24.8,14.62,23.3,CRITICAL_SLOPE_MOVEMENT
TEL-00544,SEG-07,2026-08-31T11:44:14.400214,3.194,31.3,38.5,7.2,11.05,22.2,CRITICAL_SLOPE_MOVEMENT
TEL-00545,SEG-14,2026-08-31T11:46:38.400214,2.168,72.3,51.6,20.5,18.36,17.7,CRITICAL_SLOPE_MOVEMENT
TEL-00546,SEG-15,2026-08-31T11:49:02.400214,3.858,34.9,65.3,43.0,8.55,19.1,CRITICAL_SLOPE_MOVEMENT
TEL-00547,SEG-11,2026-08-31T11:51:26.400214,4.089,66.7,76.8,2.1,17.11,27.3,CRITICAL_SLOPE_MOVEMENT
TEL-00548,SEG-14,2026-08-31T11:53:50.400214,0.278,79.0,67.5,32.8,1.39,26.6,CRITICAL_SLOPE_MOVEMENT
TEL-00549,SEG-11,2026-08-31T11:56:14.400214,3.055,52.6,33.1,33.1,9.86,16.8,CRITICAL_SLOPE_MOVEMENT
TEL-00550,SEG-05,2026-08-31T11:58:38.400214,2.491,77.9,26.5,5.3,16.03,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00551,SEG-12,2026-08-31T12:01:02.400214,3.431,77.2,64.9,14.4,12.56,20.6,CRITICAL_SLOPE_MOVEMENT
TEL-00552,SEG-12,2026-08-31T12:03:26.400214,1.476,79.0,46.3,2.3,13.76,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00553,SEG-10,2026-08-31T12:05:50.400214,2.772,32.1,48.5,39.7,2.71,18.8,STABLE_NOMINAL
TEL-00554,SEG-10,2026-08-31T12:08:14.400214,0.57,71.7,43.7,3.2,9.82,22.8,CRITICAL_SLOPE_MOVEMENT
TEL-00555,SEG-15,2026-08-31T12:10:38.400214,0.192,27.2,39.6,20.5,8.2,25.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00556,SEG-06,2026-08-31T12:13:02.400214,3.782,45.8,41.5,34.5,12.69,17.1,CRITICAL_SLOPE_MOVEMENT
TEL-00557,SEG-03,2026-08-31T12:15:26.400214,0.981,15.4,69.1,43.3,17.69,25.0,CRITICAL_SLOPE_MOVEMENT
TEL-00558,SEG-12,2026-08-31T12:17:50.400214,0.269,62.7,29.5,2.5,16.94,27.5,CRITICAL_SLOPE_MOVEMENT
TEL-00559,SEG-07,2026-08-31T12:20:14.400214,3.724,50.4,26.3,33.0,14.9,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00560,SEG-01,2026-08-31T12:22:38.400214,2.742,69.5,59.0,8.4,2.5,15.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00561,SEG-11,2026-08-31T12:25:02.400214,0.163,49.4,45.6,15.2,5.77,18.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00562,SEG-01,2026-08-31T12:27:26.400214,0.616,38.1,66.9,41.9,10.85,23.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00563,SEG-03,2026-08-31T12:29:50.400214,2.189,83.3,37.6,18.0,0.53,19.2,CRITICAL_SLOPE_MOVEMENT
TEL-00564,SEG-02,2026-08-31T12:32:14.400214,2.862,61.2,76.3,1.8,17.56,23.2,CRITICAL_SLOPE_MOVEMENT
