event_id,corridor_id,corridor_name,state,latitude,longitude,elevation_m,slope_gradient_deg,terrain_ruggedness_index,rock_type,drainage_condition,daily_traffic_pcu,event_year,event_month,event_day,rainfall_24h_mm,rainfall_72h_mm,seasonal_rainfall_mm,annual_rainfall_mm,soil_moisture_pct,pore_water_pressure_kpa,vegetation_cover_pct,disruption_severity,disruption_binary,clearance_duration_hours,economic_loss_lakhs
EVT-NER-2023-12928,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.6825,93.8428,1029.1,51.9,0.973,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,5012,2023,9,21,35.5,85.9,1575.0,2100,59.3,56.9,66.8,MEDIUM,1,12.6,38.7
EVT-NER-2025-12929,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0289,94.0506,1271.9,33.2,0.784,Limestone Karst,MODERATE_NATURAL,4543,2025,7,19,137.7,373.5,1350.0,1800,98.3,121.9,34.1,HIGH,1,88.8,416.1
EVT-NER-2018-12930,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5067,88.702,1918.0,50.0,1.0,Limestone Karst,MODERATE_NATURAL,1226,2018,6,5,195.2,434.3,2325.0,3100,99.8,143.2,31.0,HIGH,1,101.0,449.5
EVT-NER-2024-12931,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.5055,92.0076,3858.1,53.7,1.0,Shale & Siltstone,MODERATE_NATURAL,1519,2024,7,8,210.2,619.4,1650.0,2200,99.8,148.4,40.8,HIGH,1,117.8,490.1
EVT-NER-2021-12932,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.0888,92.2346,103.7,9.7,0.395,Quartzite,WELL_DRAINED_BERM,14300,2021,7,26,99.2,236.5,1575.0,2100,72.6,89.2,56.9,MEDIUM,1,19.0,59.3
EVT-NER-2018-12933,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.7727,91.8349,1070.1,38.6,0.827,Shale & Siltstone,POOR_GULLY,13260,2018,8,18,92.2,276.5,2175.0,2900,85.0,96.0,41.2,HIGH,1,87.8,427.8
EVT-NER-2025-12934,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.3148,92.7343,1375.2,47.8,0.928,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,3109,2025,10,21,147.7,423.7,1912.5,2550,99.8,126.5,83.8,HIGH,1,106.9,439.2
EVT-NER-2022-12935,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.3766,92.4673,1835.3,39.5,0.845,Sedimentary Sandstone,WELL_DRAINED_BERM,3420,2022,9,3,30.7,92.2,1800.0,2400,57.5,53.9,79.6,MEDIUM,1,11.8,37.8
EVT-NER-2022-12936,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.0498,88.5632,708.4,48.6,0.96,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,9596,2022,3,22,20.1,26.9,2550.0,3400,23.4,7.0,27.7,MEDIUM,1,17.3,45.5
EVT-NER-2021-12937,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.6104,92.0043,3795.3,59.6,0.982,Quartzite,WELL_DRAINED_BERM,1518,2021,5,4,7.7,11.7,1650.0,2200,20.3,6.1,48.1,MEDIUM,1,7.2,27.9
EVT-NER-2021-12938,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5678,88.6556,1900.2,58.2,0.923,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,1391,2021,5,2,5.0,7.7,2325.0,3100,19.5,5.8,73.9,MEDIUM,1,22.9,66.5
EVT-NER-2025-12939,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.7391,93.9369,1207.6,43.0,0.851,Quartzite,POOR_GULLY,5492,2025,9,7,172.1,391.0,1462.5,1950,99.8,135.1,47.8,HIGH,1,80.2,397.8
EVT-NER-2026-12940,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.6067,93.3523,218.8,15.8,0.419,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,10910,2026,7,12,81.9,183.2,1612.5,2150,66.0,78.2,65.8,MEDIUM,1,10.1,34.1
EVT-NER-2025-12941,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.233,92.0454,237.1,17.5,0.578,Quartzite,POOR_GULLY,6909,2025,9,7,107.4,271.4,1537.5,2050,79.6,97.3,55.4,HIGH,1,42.8,207.9
EVT-NER-2023-12942,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.5392,92.0282,3778.3,54.2,1.0,Gneiss & Schist,WELL_DRAINED_BERM,1631,2023,10,2,53.9,114.6,1650.0,2200,64.1,66.9,57.8,HIGH,1,18.6,163.1
EVT-NER-2025-12943,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.1521,92.2452,796.5,45.0,0.899,Gneiss & Schist,POOR_GULLY,5734,2025,9,9,160.9,389.3,2850.0,3800,99.8,131.2,46.6,HIGH,1,80.5,350.2
EVT-NER-2024-12944,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2152,92.4122,1796.9,44.0,0.985,Shale & Siltstone,MODERATE_NATURAL,2668,2024,8,3,81.3,233.2,1800.0,2400,79.7,88.2,62.8,HIGH,1,69.7,291.0
EVT-NER-2025-12945,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2227,92.1671,50,10.8,0.42,Limestone Karst,CRITICAL_BLOCKED_CULVERT,13732,2025,8,16,98.1,229.1,1575.0,2100,71.7,88.1,71.5,MEDIUM,1,14.9,49.2
EVT-NER-2026-12946,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5484,88.5579,1869.5,61.2,0.918,Quartzite,POOR_GULLY,1361,2026,9,6,78.9,242.5,2325.0,3100,84.8,91.2,57.5,HIGH,1,72.0,358.6
EVT-NER-2021-12947,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.8284,93.8094,1232.0,43.0,0.896,Shale & Siltstone,MODERATE_NATURAL,4373,2021,6,27,103.2,237.5,1462.5,1950,80.1,96.2,25.4,HIGH,1,86.5,372.0
EVT-NER-2018-12948,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.1792,92.2858,1794.3,46.9,0.89,Alluvial Silt,MODERATE_NATURAL,2537,2018,10,16,165.8,359.2,1800.0,2400,99.2,132.4,71.9,HIGH,1,40.6,209.2
EVT-NER-2018-12949,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.575,92.7058,1231.2,43.2,0.842,Gneiss & Schist,MODERATE_NATURAL,2569,2018,7,5,74.4,167.6,1912.5,2550,69.6,78.2,74.5,HIGH,1,110.9,464.6
EVT-NER-2018-12950,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.1032,93.9328,1389.5,36.6,0.79,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,5588,2018,12,25,7.6,9.8,1350.0,1800,20.0,6.0,60.2,LOW,0,0.0,0.0
EVT-NER-2020-12951,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.0686,92.0077,220.4,25.9,0.525,Sedimentary Sandstone,POOR_GULLY,6505,2020,9,27,78.5,158.0,1537.5,2050,64.4,75.8,67.0,MEDIUM,1,6.3,31.0
EVT-NER-2019-12952,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.3064,92.2104,188.6,21.9,0.615,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,8632,2019,5,20,24.3,43.3,1537.5,2050,26.7,8.0,78.1,LOW,0,0.0,0.0
EVT-NER-2024-12953,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.812,93.9938,1164.7,34.3,0.863,Quartzite,MODERATE_NATURAL,5626,2024,9,5,68.7,207.6,1462.5,1950,73.7,79.3,60.8,HIGH,1,112.2,472.4
EVT-NER-2020-12954,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.9102,93.8966,1149.1,40.7,0.853,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,6738,2020,9,9,105.6,251.1,1462.5,1950,81.6,98.2,37.1,HIGH,1,37.2,200.7
EVT-NER-2023-12955,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.4741,93.251,50,10.8,0.309,Quartzite,WELL_DRAINED_BERM,9411,2023,1,7,16.1,28.1,1612.5,2150,23.6,7.1,37.6,LOW,0,0.0,0.0
EVT-NER-2020-12956,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.8034,93.5474,763.9,45.5,0.931,Quartzite,MODERATE_NATURAL,3450,2020,8,24,173.4,441.3,1725.0,2300,99.8,135.5,78.1,HIGH,1,117.0,508.9
EVT-NER-2023-12957,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.3708,92.2071,3934.6,55.6,1.0,Sedimentary Sandstone,POOR_GULLY,1837,2023,8,7,94.5,298.4,1650.0,2200,92.0,102.1,65.8,HIGH,1,47.2,230.9
EVT-NER-2024-12958,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2221,92.2128,158.7,8.1,0.49,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,14309,2024,11,19,11.8,20.9,1575.0,2100,22.2,6.7,31.3,LOW,0,0.0,0.0
EVT-NER-2019-12959,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.6061,91.7839,875.6,30.0,0.833,Shale & Siltstone,WELL_DRAINED_BERM,11965,2019,7,27,212.6,452.4,2175.0,2900,99.8,149.3,38.5,HIGH,1,37.5,206.4
EVT-NER-2019-12960,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.7728,93.3692,713.3,46.4,0.929,Gneiss & Schist,WELL_DRAINED_BERM,2713,2019,7,6,51.6,119.6,1725.0,2300,63.1,65.4,63.8,MEDIUM,1,9.3,26.4
EVT-NER-2025-12961,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5351,88.6729,2041.4,62.4,1.0,Shale & Siltstone,MODERATE_NATURAL,1232,2025,9,16,151.4,441.2,2325.0,3100,99.8,127.8,57.2,HIGH,1,37.0,229.0
EVT-NER-2021-12962,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5532,88.4422,1898.1,54.4,1.0,Sedimentary Sandstone,WELL_DRAINED_BERM,1172,2021,8,14,164.1,345.2,2325.0,3100,98.7,131.5,52.3,HIGH,1,36.0,211.0
EVT-NER-2023-12963,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2462,92.5664,1889.8,44.6,0.932,Gneiss & Schist,MODERATE_NATURAL,2750,2023,8,5,60.7,149.1,1800.0,2400,67.2,71.6,42.1,HIGH,1,118.7,516.9
EVT-NER-2026-12964,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2099,92.0819,95.4,13.8,0.449,Quartzite,MODERATE_NATURAL,15957,2026,10,3,138.1,341.2,1575.0,2100,89.2,115.2,82.0,HIGH,1,119.9,550.5
EVT-NER-2022-12965,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2266,92.322,1990.8,39.2,0.941,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,2759,2022,9,9,31.7,68.8,1800.0,2400,53.9,51.5,54.7,MEDIUM,1,22.3,59.6
EVT-NER-2021-12966,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.47,88.4908,2069.9,49.5,0.991,Alluvial Silt,WELL_DRAINED_BERM,1436,2021,4,7,20.4,30.3,2325.0,3100,24.1,7.2,73.6,MEDIUM,1,22.7,58.2
EVT-NER-2021-12967,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.9241,93.3178,847.8,41.7,0.948,Quartzite,CRITICAL_BLOCKED_CULVERT,3773,2021,9,6,173.4,410.2,1725.0,2300,99.8,135.5,37.4,HIGH,1,80.6,359.5
EVT-NER-2022-12968,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.052,88.4617,566.6,43.6,0.913,Gneiss & Schist,WELL_DRAINED_BERM,8443,2022,1,1,1.4,2.1,2550.0,3400,18.4,5.5,49.9,LOW,0,0.0,0.0
EVT-NER-2026-12969,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.3567,92.6895,1350.4,37.9,0.944,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,2275,2026,9,20,65.8,152.3,1912.5,2550,66.2,72.7,31.1,MEDIUM,1,10.9,40.9
EVT-NER-2018-12970,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.6374,93.4037,119.9,11.5,0.278,Limestone Karst,POOR_GULLY,9237,2018,6,25,139.1,423.2,1612.5,2150,99.8,123.5,72.9,HIGH,1,48.8,217.7
EVT-NER-2023-12971,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.0343,91.9938,50,9.7,0.471,Limestone Karst,WELL_DRAINED_BERM,17530,2023,5,12,17.9,31.8,1575.0,2100,24.4,7.3,72.0,LOW,0,0.0,0.0
EVT-NER-2019-12972,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.7736,93.4357,760.1,39.7,0.845,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,2865,2019,2,26,14.4,24.3,1725.0,2300,22.9,6.9,80.7,LOW,0,0.0,0.0
EVT-NER-2018-12973,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.3779,88.7163,1963.4,58.9,0.954,Quartzite,WELL_DRAINED_BERM,1452,2018,2,9,9.2,10.9,2325.0,3100,20.2,6.1,45.2,MEDIUM,1,16.5,46.4
EVT-NER-2026-12974,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.4794,93.4443,50,5.0,0.395,Sedimentary Sandstone,MODERATE_NATURAL,11276,2026,1,19,19.2,25.2,1612.5,2150,23.0,6.9,57.2,LOW,0,0.0,0.0
EVT-NER-2018-12975,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.2826,92.8761,863.8,47.1,0.889,Limestone Karst,CRITICAL_BLOCKED_CULVERT,3672,2018,10,25,194.7,413.1,2100.0,2800,99.8,143.0,29.5,HIGH,1,52.8,240.6
EVT-NER-2025-12976,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.1818,92.4496,1750.4,43.4,0.879,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,3038,2025,8,7,153.0,391.9,1800.0,2400,99.8,128.4,35.8,HIGH,1,55.5,268.6
EVT-NER-2020-12977,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.0991,92.7681,861.8,53.9,0.88,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,3400,2020,6,11,210.7,566.9,2100.0,2800,99.8,148.6,40.1,HIGH,1,109.9,456.0
EVT-NER-2019-12978,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7485,93.8809,972.5,53.8,0.96,Alluvial Silt,WELL_DRAINED_BERM,4088,2019,3,3,17.3,19.5,1575.0,2100,21.9,6.6,47.1,MEDIUM,1,21.7,50.8
EVT-NER-2021-12979,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2005,92.044,63.9,11.3,0.425,Alluvial Silt,WELL_DRAINED_BERM,12173,2021,8,23,193.2,550.9,1575.0,2100,99.8,142.5,49.1,HIGH,1,60.7,319.1
EVT-NER-2023-12980,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0506,94.0245,1309.7,33.0,0.901,Quartzite,CRITICAL_BLOCKED_CULVERT,5406,2023,8,11,160.5,481.0,1350.0,1800,99.8,131.0,74.4,HIGH,1,78.7,377.4
EVT-NER-2022-12981,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2921,94.0068,1287.4,44.0,0.795,Alluvial Silt,POOR_GULLY,5955,2022,9,12,63.5,178.0,1350.0,1800,71.4,75.8,48.3,HIGH,1,18.7,126.4
EVT-NER-2020-12982,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.0543,92.2567,785.3,48.4,0.893,Sedimentary Sandstone,POOR_GULLY,5767,2020,6,11,197.9,503.3,2850.0,3800,99.8,144.1,36.8,HIGH,1,68.7,287.5
EVT-NER-2022-12983,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2597,94.0727,1181.3,43.3,0.861,Sedimentary Sandstone,MODERATE_NATURAL,4843,2022,8,4,68.2,212.4,1350.0,1800,76.4,81.2,34.2,HIGH,1,25.6,186.1
EVT-NER-2022-12984,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.4863,88.5555,2012.0,59.7,1.0,Alluvial Silt,WELL_DRAINED_BERM,1516,2022,8,7,112.4,313.7,2325.0,3100,95.2,110.7,80.6,HIGH,1,57.4,279.1
EVT-NER-2018-12985,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0697,93.9362,1272.0,40.8,0.878,Gneiss & Schist,POOR_GULLY,5632,2018,1,23,23.6,34.0,1350.0,1800,24.8,7.4,25.1,MEDIUM,1,16.8,46.5
EVT-NER-2019-12986,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.119,92.8809,1015.8,53.0,0.906,Alluvial Silt,POOR_GULLY,4211,2019,9,3,88.6,226.1,2100.0,2800,80.6,91.5,69.3,HIGH,1,99.2,440.1
EVT-NER-2020-12987,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.5642,92.8422,1462.7,41.4,0.85,Shale & Siltstone,POOR_GULLY,2741,2020,9,17,106.8,252.9,1912.5,2550,82.0,98.9,47.8,HIGH,1,25.1,185.9
EVT-NER-2021-12988,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.8083,93.8138,1136.8,36.7,0.922,Shale & Siltstone,MODERATE_NATURAL,5014,2021,8,15,110.5,223.0,1462.5,1950,76.5,96.0,69.9,HIGH,1,67.2,338.9
EVT-NER-2019-12989,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.0338,92.4594,882.5,54.7,1.0,Limestone Karst,CRITICAL_BLOCKED_CULVERT,7588,2019,7,16,148.8,469.0,2850.0,3800,99.8,126.9,74.2,HIGH,1,88.8,372.2
EVT-NER-2018-12990,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.3737,92.0114,3792.9,53.7,0.936,Sedimentary Sandstone,POOR_GULLY,1525,2018,7,7,139.5,382.3,1650.0,2200,99.8,123.7,32.2,HIGH,1,42.6,240.4
EVT-NER-2025-12991,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.2771,92.8373,899.3,48.7,0.925,Gneiss & Schist,MODERATE_NATURAL,3318,2025,2,18,24.5,43.0,2100.0,2800,26.6,8.0,63.1,MEDIUM,1,18.3,46.2
EVT-NER-2024-12992,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5759,88.6689,1944.2,55.4,0.942,Shale & Siltstone,WELL_DRAINED_BERM,1452,2024,8,9,200.7,438.8,2325.0,3100,99.8,145.1,43.6,HIGH,1,87.0,414.7
EVT-NER-2019-12993,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.0651,92.2529,208.5,16.9,0.502,Limestone Karst,MODERATE_NATURAL,7549,2019,9,5,30.9,71.9,1537.5,2050,49.5,47.9,85.0,MEDIUM,1,22.0,59.9
EVT-NER-2019-12994,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2873,92.3448,1798.8,46.8,0.989,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,2388,2019,11,15,25.0,40.1,1800.0,2400,26.0,7.8,41.9,MEDIUM,1,8.8,36.6
EVT-NER-2019-12995,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.7711,95.0661,681.2,31.0,0.783,Shale & Siltstone,WELL_DRAINED_BERM,1593,2019,5,6,24.4,37.1,1650.0,2200,25.4,7.6,47.7,LOW,0,0.0,0.0
EVT-NER-2024-12996,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0175,94.0923,1341.7,43.7,0.778,Gneiss & Schist,MODERATE_NATURAL,4359,2024,3,27,22.3,33.9,1350.0,1800,24.8,7.4,31.2,MEDIUM,1,13.8,48.7
EVT-NER-2025-12997,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.3113,92.7327,1451.8,37.5,0.936,Limestone Karst,CRITICAL_BLOCKED_CULVERT,2230,2025,3,3,8.4,10.2,1912.5,2550,20.0,6.0,80.9,LOW,0,0.0,0.0
EVT-NER-2026-12998,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0944,94.0251,1398.3,31.7,0.805,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,5580,2026,9,8,177.5,507.2,1350.0,1800,99.8,137.0,31.4,HIGH,1,37.4,215.0
EVT-NER-2019-12999,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.7812,91.7603,934.6,38.8,0.888,Shale & Siltstone,POOR_GULLY,11736,2019,2,27,16.9,21.5,2175.0,2900,22.3,6.7,56.5,LOW,0,0.0,0.0
EVT-NER-2018-13000,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.1495,92.4998,1842.7,50.5,0.931,Gneiss & Schist,POOR_GULLY,2447,2018,9,2,142.5,352.9,1800.0,2400,99.0,124.1,41.2,HIGH,1,22.9,120.0
EVT-NER-2021-13001,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.3845,92.0986,3795.6,46.7,0.972,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,2145,2021,7,26,105.4,284.5,1650.0,2200,87.9,102.8,55.8,HIGH,1,88.0,391.6
EVT-NER-2026-13002,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.2231,92.3695,796.8,51.4,0.931,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,6891,2026,10,7,38.7,122.7,2850.0,3800,64.7,62.1,84.5,HIGH,1,119.0,516.0
EVT-NER-2026-13003,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.6841,93.8236,1074.5,39.2,0.83,Limestone Karst,CRITICAL_BLOCKED_CULVERT,6113,2026,6,7,198.3,418.6,1462.5,1950,99.8,144.3,26.3,HIGH,1,95.5,409.5
EVT-NER-2026-13004,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.8389,94.9688,495.3,37.1,0.834,Shale & Siltstone,WELL_DRAINED_BERM,1878,2026,8,5,33.0,66.8,1650.0,2200,53.2,51.5,68.2,MEDIUM,1,16.2,42.7
EVT-NER-2018-13005,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.0592,88.53,599.5,43.6,0.884,Shale & Siltstone,WELL_DRAINED_BERM,7136,2018,6,20,177.5,538.0,2550.0,3400,99.8,137.0,67.2,HIGH,1,28.8,182.4
EVT-NER-2026-13006,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.4632,88.637,2018.6,50.9,1.0,Alluvial Silt,MODERATE_NATURAL,1454,2026,12,14,0.8,1.2,2325.0,3100,18.2,5.5,71.1,MEDIUM,1,22.4,65.3
EVT-NER-2026-13007,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.1519,92.5042,1813.6,41.6,0.882,Sedimentary Sandstone,WELL_DRAINED_BERM,3306,2026,9,20,113.6,343.2,1800.0,2400,95.6,111.5,35.3,HIGH,1,98.7,454.7
EVT-NER-2021-13008,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.4577,93.5416,50,5.0,0.376,Sedimentary Sandstone,POOR_GULLY,9943,2021,9,5,81.8,230.1,1612.5,2150,70.6,81.6,67.0,MEDIUM,1,21.3,50.8
EVT-NER-2019-13009,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.3266,92.1281,69.0,17.4,0.391,Quartzite,MODERATE_NATURAL,17096,2019,9,14,162.5,479.8,1575.0,2100,99.8,131.7,55.8,HIGH,1,43.5,240.7
EVT-NER-2022-13010,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.737,91.9781,1051.0,39.6,0.791,Limestone Karst,CRITICAL_BLOCKED_CULVERT,9468,2022,8,23,212.7,523.4,2175.0,2900,99.8,149.3,50.7,HIGH,1,58.3,275.9
EVT-NER-2023-13011,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.3567,92.3121,1984.3,38.3,0.914,Limestone Karst,MODERATE_NATURAL,3318,2023,6,3,154.9,438.5,1800.0,2400,99.8,129.1,59.2,HIGH,1,68.0,324.7
EVT-NER-2024-13012,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.7536,93.9263,1087.4,42.0,0.927,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,5621,2024,8,5,217.7,497.5,1462.5,1950,99.8,151.0,75.4,HIGH,1,60.6,290.6
EVT-NER-2018-13013,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2861,93.9183,1300.7,39.3,0.839,Shale & Siltstone,POOR_GULLY,3979,2018,2,9,9.3,10.3,1350.0,1800,20.1,6.0,39.4,LOW,0,0.0,0.0
EVT-NER-2018-13014,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.0142,94.017,1353.3,35.9,0.849,Limestone Karst,POOR_GULLY,4069,2018,8,1,188.4,584.8,1350.0,1800,99.8,140.8,43.2,HIGH,1,107.3,463.0
EVT-NER-2020-13015,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.1765,92.1718,179.2,14.4,0.468,Alluvial Silt,POOR_GULLY,13369,2020,4,18,15.3,17.1,1575.0,2100,21.4,6.4,36.6,LOW,0,0.0,0.0
EVT-NER-2019-13016,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.1265,92.4743,852.7,49.6,0.921,Alluvial Silt,POOR_GULLY,6703,2019,7,25,107.6,332.6,2850.0,3800,95.8,109.5,36.6,HIGH,1,115.3,510.2
EVT-NER-2019-13017,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.0856,92.8233,1090.7,49.0,0.898,Alluvial Silt,POOR_GULLY,3266,2019,9,11,157.9,349.9,2100.0,2800,98.3,129.0,41.3,HIGH,1,73.1,345.8
EVT-NER-2022-13018,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.0684,92.2592,831.2,53.5,0.866,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,8291,2022,7,9,37.3,98.5,2850.0,3800,61.5,59.2,27.5,MEDIUM,1,12.6,35.4
EVT-NER-2026-13019,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.1938,92.4264,854.2,51.2,1.0,Limestone Karst,CRITICAL_BLOCKED_CULVERT,8083,2026,12,28,11.0,19.5,2850.0,3800,21.9,6.6,31.1,MEDIUM,1,21.7,52.3
EVT-NER-2026-13020,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2514,93.8942,1368.9,30.3,0.799,Quartzite,CRITICAL_BLOCKED_CULVERT,4297,2026,9,9,188.9,562.7,1350.0,1800,99.8,141.0,84.1,HIGH,1,94.2,421.2
